Station Name,day,Avg Solar Radiation,Min Solar Radiation,Max Solar Radiation
Foster Weather Station,12/06/2021,81.20833333333333,1,441
Oak Street Weather Station,03/06/2022,81.16666666666667,-2,348
63rd Street Weather Station,12/21/2021,81.08333333333333,4,379
Oak Street Weather Station,11/02/2020,80.95833333333333,0,504
Foster Weather Station,09/27/2015,80.95652173913044,0,562
Oak Street Weather Station,08/22/2017,80.69565217391305,-4,358
Oak Street Weather Station,09/05/2015,80.63636363636364,0,495
Oak Street Weather Station,10/31/2017,80.625,0,560
Foster Weather Station,06/26/2021,80.54166666666667,0,438
Foster Weather Station,12/21/2021,80.375,2,354
63rd Street Weather Station,08/09/2015,80.26086956521739,1,456
Oak Street Weather Station,02/05/2022,80.20833333333333,3,407
Oak Street Weather Station,10/25/2016,80.20833333333333,0,440
Foster Weather Station,03/23/2016,80.16666666666667,0,616
63rd Street Weather Station,12/17/2021,80.125,3,394
Oak Street Weather Station,08/09/2015,80.04347826086956,0,600
63rd Street Weather Station,12/14/2017,80.0,4,416
63rd Street Weather Station,10/01/2018,80.0,0,322
Foster Weather Station,11/24/2015,80.0,0,453
Oak Street Weather Station,03/26/2017,79.95454545454545,0,387
Oak Street Weather Station,04/22/2016,79.75,0,298
63rd Street Weather Station,05/20/2017,79.54166666666667,2,400
63rd Street Weather Station,01/18/2022,79.45833333333333,4,332
63rd Street Weather Station,11/01/2021,79.3913043478261,3,434
63rd Street Weather Station,01/25/2019,79.375,6,360
63rd Street Weather Station,07/14/2018,79.29166666666667,0,286
63rd Street Weather Station,12/14/2016,79.20833333333333,6,481
Oak Street Weather Station,02/05/2017,79.18181818181819,1,470
Foster Weather Station,01/21/2022,79.16666666666667,1,381
Oak Street Weather Station,09/26/2020,78.66666666666667,-4,277
Foster Weather Station,10/17/2020,78.58333333333333,0,563
Oak Street Weather Station,03/09/2017,78.43478260869566,1,285
63rd Street Weather Station,12/26/2017,78.38095238095238,7,315
63rd Street Weather Station,10/30/2017,78.20833333333333,3,551
Oak Street Weather Station,07/16/2021,78.20833333333333,-3,408
Oak Street Weather Station,06/21/2015,78.14285714285714,-2,536
Foster Weather Station,01/27/2016,78.1304347826087,0,639
Oak Street Weather Station,02/02/2018,78.125,2,472
63rd Street Weather Station,03/18/2017,78.0,3,264
63rd Street Weather Station,08/15/2016,77.95833333333333,0,330
63rd Street Weather Station,09/09/2016,77.95652173913044,0,302
63rd Street Weather Station,09/20/2021,77.9090909090909,0,503
63rd Street Weather Station,12/11/2017,77.86666666666666,4,530
Oak Street Weather Station,09/11/2015,77.82608695652173,1,733
Oak Street Weather Station,11/03/2021,77.73913043478261,0,418
63rd Street Weather Station,12/18/2015,77.73913043478261,4,446
Oak Street Weather Station,05/12/2018,77.66666666666667,0,404
63rd Street Weather Station,01/22/2022,77.65217391304348,5,473
Oak Street Weather Station,11/01/2016,77.5909090909091,-3,465
63rd Street Weather Station,11/08/2016,77.25,2,483
Foster Weather Station,10/15/2015,77.2,0,436
Foster Weather Station,12/08/2021,77.125,1,417
Foster Weather Station,11/10/2021,77.125,1,373
63rd Street Weather Station,09/26/2020,77.0,0,249
Oak Street Weather Station,02/16/2017,76.95833333333333,1,445
63rd Street Weather Station,07/16/2021,76.95833333333333,0,331
63rd Street Weather Station,03/01/2019,76.91666666666667,5,303
Oak Street Weather Station,02/02/2017,76.91666666666667,2,491
63rd Street Weather Station,09/24/2018,76.77272727272727,0,358
63rd Street Weather Station,09/13/2017,76.76190476190476,1,373
63rd Street Weather Station,01/15/2017,76.68181818181819,4,464
Oak Street Weather Station,08/09/2021,76.54166666666667,-5,253
Foster Weather Station,11/16/2021,76.54166666666667,1,355
Oak Street Weather Station,11/08/2015,76.52173913043478,1,437
63rd Street Weather Station,11/06/2017,76.5,3,454
63rd Street Weather Station,12/22/2021,76.45833333333333,4,371
Oak Street Weather Station,02/08/2022,76.33333333333333,0,455
63rd Street Weather Station,12/26/2021,76.31818181818181,3,482
63rd Street Weather Station,01/04/2022,76.29166666666667,4,360
Foster Weather Station,11/05/2015,76.29166666666667,0,490
Oak Street Weather Station,10/22/2021,76.04166666666667,0,535
Oak Street Weather Station,09/20/2021,75.95454545454545,-5,454
63rd Street Weather Station,02/01/2017,75.875,4,360
Oak Street Weather Station,10/15/2020,75.83333333333333,-3,434
63rd Street Weather Station,09/16/2019,75.75,0,366
Foster Weather Station,11/28/2021,75.75,1,438
63rd Street Weather Station,01/28/2022,75.70833333333333,5,418
Foster Weather Station,12/17/2021,75.625,1,375
Oak Street Weather Station,06/20/2016,75.61538461538461,-4,599
Oak Street Weather Station,02/21/2016,75.6,2,199
Foster Weather Station,10/30/2021,75.54166666666667,0,392
Oak Street Weather Station,11/08/2017,75.54166666666667,0,440
Oak Street Weather Station,10/26/2021,75.54166666666667,0,594
Oak Street Weather Station,02/25/2022,75.52173913043478,2,355
63rd Street Weather Station,06/09/2019,75.45833333333333,1,278
Oak Street Weather Station,11/03/2020,75.41666666666667,-2,477
63rd Street Weather Station,12/07/2016,75.25,4,462
Oak Street Weather Station,02/06/2017,75.25,0,493
Oak Street Weather Station,11/12/2016,75.1304347826087,0,426
63rd Street Weather Station,10/15/2015,74.95833333333333,2,371
Oak Street Weather Station,10/13/2021,74.70833333333333,-3,385
63rd Street Weather Station,11/14/2017,74.68181818181819,3,440
Oak Street Weather Station,05/20/2018,74.61904761904762,-2,361
Foster Weather Station,11/08/2020,74.54166666666667,2,423
63rd Street Weather Station,12/12/2018,74.45833333333333,4,389
63rd Street Weather Station,12/19/2021,74.41666666666667,4,440
63rd Street Weather Station,11/04/2021,74.375,3,432
63rd Street Weather Station,04/19/2017,74.33333333333333,0,326
63rd Street Weather Station,06/09/2016,74.25,2,227
63rd Street Weather Station,03/10/2016,74.20833333333333,3,286
Oak Street Weather Station,11/07/2016,74.17391304347827,-2,427
Oak Street Weather Station,04/01/2016,74.04166666666667,2,326
Oak Street Weather Station,11/06/2016,73.95833333333333,-2,462
Oak Street Weather Station,03/02/2017,73.91304347826087,1,373
63rd Street Weather Station,12/22/2018,73.91304347826087,4,447
Oak Street Weather Station,02/10/2017,73.875,1,401
Oak Street Weather Station,09/19/2017,73.8695652173913,-3,750
63rd Street Weather Station,10/31/2018,73.75,2,397
Oak Street Weather Station,02/04/2022,73.70833333333333,2,458
Oak Street Weather Station,11/09/2015,73.66666666666667,1,446
Oak Street Weather Station,02/21/2018,73.625,0,296
Foster Weather Station,12/18/2015,73.6086956521739,0,414
Foster Weather Station,01/06/2016,73.47619047619048,0,354
63rd Street Weather Station,11/20/2018,73.45454545454545,4,383
63rd Street Weather Station,01/16/2018,73.375,5,404
Oak Street Weather Station,05/11/2018,73.375,0,284
63rd Street Weather Station,12/12/2016,73.29166666666667,4,440
Foster Weather Station,12/04/2021,73.20833333333333,2,509
63rd Street Weather Station,04/28/2016,73.20833333333333,3,282
Oak Street Weather Station,10/31/2016,73.18181818181819,-2,363
63rd Street Weather Station,09/27/2015,73.17391304347827,1,355
Foster Weather Station,10/14/2021,73.125,0,341
63rd Street Weather Station,11/28/2021,73.04347826086956,4,419
Oak Street Weather Station,07/13/2021,73.04166666666667,-4,279
Foster Weather Station,12/31/2015,72.79166666666667,0,523
Oak Street Weather Station,02/22/2017,72.78260869565217,-2,527
Oak Street Weather Station,03/31/2020,72.70833333333333,2,401
Foster Weather Station,10/11/2021,72.66666666666667,0,683
63rd Street Weather Station,12/08/2016,72.58333333333333,5,548
Foster Weather Station,11/25/2015,72.45833333333333,0,359
63rd Street Weather Station,01/20/2016,72.41666666666667,5,297
Oak Street Weather Station,05/23/2017,72.375,-2,311
Oak Street Weather Station,10/21/2020,72.33333333333333,0,491
63rd Street Weather Station,10/13/2015,72.29166666666667,3,375
63rd Street Weather Station,12/01/2015,72.25,4,456
Foster Weather Station,01/02/2022,72.20833333333333,1,575
63rd Street Weather Station,02/16/2017,72.16666666666667,4,359
Oak Street Weather Station,02/06/2016,72.08695652173913,2,481
Oak Street Weather Station,03/14/2017,71.91666666666667,2,275
63rd Street Weather Station,11/10/2021,71.875,2,341
Oak Street Weather Station,10/09/2015,71.65,0,331
63rd Street Weather Station,07/12/2017,71.52173913043478,0,490
Oak Street Weather Station,08/20/2016,71.5,-4,549
Oak Street Weather Station,02/03/2017,71.41666666666667,2,499
63rd Street Weather Station,09/03/2019,71.33333333333333,0,506
Foster Weather Station,11/20/2015,71.31818181818181,0,389
Oak Street Weather Station,05/05/2020,71.26086956521739,1,248
Oak Street Weather Station,09/04/2021,71.25,-4,727
Foster Weather Station,12/25/2015,71.22727272727273,0,397
Oak Street Weather Station,09/10/2020,71.21739130434783,-3,299
63rd Street Weather Station,10/20/2020,71.0,2,470
Foster Weather Station,11/06/2015,70.91666666666667,0,668
Foster Weather Station,09/28/2015,70.8695652173913,0,305
63rd Street Weather Station,05/17/2019,70.79166666666667,1,291
63rd Street Weather Station,12/19/2017,70.79166666666667,3,420
Oak Street Weather Station,10/13/2015,70.76470588235294,0,455
63rd Street Weather Station,10/03/2016,70.625,1,258
Oak Street Weather Station,10/02/2021,70.56521739130434,-5,418
Oak Street Weather Station,06/04/2016,70.55555555555556,-3,394
63rd Street Weather Station,08/20/2018,70.45833333333333,0,313
63rd Street Weather Station,11/05/2018,70.33333333333333,3,316
63rd Street Weather Station,04/27/2016,70.20833333333333,4,286
Oak Street Weather Station,01/30/2016,70.16666666666667,1,386
Foster Weather Station,07/29/2015,70.16666666666667,0,473
Oak Street Weather Station,10/21/2016,70.14285714285714,0,518
Oak Street Weather Station,07/19/2020,70.08333333333333,-5,596
63rd Street Weather Station,11/30/2018,70.04166666666667,4,324
Foster Weather Station,01/23/2016,70.0,0,494
Foster Weather Station,10/07/2021,69.95833333333333,0,360
63rd Street Weather Station,11/20/2015,69.95238095238095,4,315
63rd Street Weather Station,11/25/2015,69.875,3,364
63rd Street Weather Station,10/26/2018,69.83333333333333,3,336
Oak Street Weather Station,02/08/2018,69.79166666666667,2,460
63rd Street Weather Station,02/07/2022,69.71428571428571,4,305
Oak Street Weather Station,02/05/2018,69.54166666666667,3,440
Oak Street Weather Station,09/08/2017,69.52173913043478,-3,672
Oak Street Weather Station,11/02/2021,69.5,0,574
63rd Street Weather Station,12/19/2015,69.47368421052632,4,421
Foster Weather Station,12/19/2021,69.45833333333333,2,343
Oak Street Weather Station,11/04/2020,69.375,-3,439
Oak Street Weather Station,09/21/2016,69.33333333333333,-4,740
Oak Street Weather Station,10/22/2016,69.31818181818181,0,472
63rd Street Weather Station,02/28/2019,69.29166666666667,5,253
Oak Street Weather Station,04/07/2016,69.25,2,336
Foster Weather Station,01/04/2022,69.20833333333333,1,348
63rd Street Weather Station,10/04/2021,69.04166666666667,0,434
Oak Street Weather Station,02/07/2018,68.95833333333333,2,288
Oak Street Weather Station,06/16/2019,68.75,-2,330
Oak Street Weather Station,11/14/2016,68.41666666666667,0,386
Oak Street Weather Station,03/24/2018,68.375,1,248
63rd Street Weather Station,03/31/2017,68.375,4,302
63rd Street Weather Station,05/21/2019,68.34782608695652,3,298
63rd Street Weather Station,04/10/2019,68.33333333333333,3,282
Foster Weather Station,03/10/2016,68.33333333333333,0,277
Oak Street Weather Station,01/14/2016,68.3125,1,475
Oak Street Weather Station,11/13/2017,68.29166666666667,0,402
63rd Street Weather Station,03/02/2017,68.26086956521739,4,394
Oak Street Weather Station,04/16/2018,68.20833333333333,1,253
Oak Street Weather Station,11/13/2016,68.08695652173913,0,402
63rd Street Weather Station,02/01/2022,68.04166666666667,3,512
Oak Street Weather Station,01/30/2018,67.875,1,462
Oak Street Weather Station,11/13/2020,67.83333333333333,1,485
Oak Street Weather Station,07/12/2017,67.82608695652173,-5,731
63rd Street Weather Station,10/24/2015,67.79166666666667,1,666
63rd Street Weather Station,12/28/2016,67.66666666666667,3,415
63rd Street Weather Station,09/22/2019,67.625,0,376
Foster Weather Station,11/16/2015,67.54166666666667,0,433
Oak Street Weather Station,02/16/2016,67.5,3,325
Oak Street Weather Station,02/28/2018,67.33333333333333,0,464
Foster Weather Station,07/08/2021,67.17391304347827,2,286
Foster Weather Station,10/20/2015,66.95652173913044,0,349
Oak Street Weather Station,10/22/2015,66.95238095238095,0,548
Oak Street Weather Station,02/13/2018,66.91666666666667,1,283
63rd Street Weather Station,02/25/2017,66.875,4,323
63rd Street Weather Station,06/24/2021,66.69565217391305,0,360
63rd Street Weather Station,03/20/2017,66.69565217391305,3,349
63rd Street Weather Station,10/28/2017,66.66666666666667,3,373
63rd Street Weather Station,06/26/2020,66.58333333333333,0,257
Oak Street Weather Station,10/28/2016,66.58333333333333,-2,329
63rd Street Weather Station,06/25/2021,66.52173913043478,0,229
63rd Street Weather Station,05/05/2020,66.45833333333333,3,219
Foster Weather Station,09/04/2021,66.375,2,277
Oak Street Weather Station,10/17/2016,66.27272727272727,-4,483
63rd Street Weather Station,01/25/2016,66.26086956521739,4,394
Oak Street Weather Station,09/27/2015,66.15,-2,214
Oak Street Weather Station,04/22/2020,66.125,0,286
Foster Weather Station,03/30/2016,66.08333333333333,0,579
63rd Street Weather Station,12/30/2016,66.0,4,330
Oak Street Weather Station,11/03/2016,66.0,0,421
63rd Street Weather Station,01/19/2022,65.91666666666667,4,271
Oak Street Weather Station,04/30/2020,65.875,0,331
Oak Street Weather Station,11/11/2020,65.8695652173913,1,443
63rd Street Weather Station,04/18/2016,65.83333333333333,2,354
Oak Street Weather Station,02/05/2016,65.8,3,278
63rd Street Weather Station,10/10/2021,65.66666666666667,0,267
63rd Street Weather Station,12/17/2017,65.66666666666667,3,441
Foster Weather Station,02/08/2016,65.625,0,113
Oak Street Weather Station,06/22/2016,65.61904761904762,-3,276
Oak Street Weather Station,12/05/2015,65.61111111111111,2,411
Oak Street Weather Station,02/06/2018,65.5,2,457
63rd Street Weather Station,01/30/2022,65.375,5,539
Oak Street Weather Station,09/03/2019,65.375,-5,332
63rd Street Weather Station,09/08/2015,65.29166666666667,0,328
Foster Weather Station,01/19/2022,65.16666666666667,1,307
Foster Weather Station,12/14/2021,65.08333333333333,0,342
Oak Street Weather Station,11/05/2021,65.08333333333333,0,413
63rd Street Weather Station,11/21/2020,64.91666666666667,3,407
Oak Street Weather Station,04/28/2016,64.82608695652173,2,242
63rd Street Weather Station,04/13/2018,64.79166666666667,4,314
Oak Street Weather Station,11/09/2016,64.66666666666667,0,421
Oak Street Weather Station,04/27/2017,64.625,0,316
63rd Street Weather Station,02/11/2017,64.58333333333333,4,408
63rd Street Weather Station,09/21/2016,64.5,0,543
Oak Street Weather Station,09/06/2019,64.45454545454545,-3,284
Foster Weather Station,10/24/2015,64.43478260869566,0,681
Foster Weather Station,11/21/2021,64.33333333333333,1,452
63rd Street Weather Station,09/11/2020,64.29166666666667,0,419
Foster Weather Station,10/22/2020,64.20833333333333,0,399
Oak Street Weather Station,11/09/2017,64.17391304347827,0,414
63rd Street Weather Station,09/04/2021,64.1304347826087,0,333
63rd Street Weather Station,12/20/2015,64.1304347826087,3,330
63rd Street Weather Station,03/07/2022,64.0,3,298
Foster Weather Station,11/04/2021,63.958333333333336,1,371
Oak Street Weather Station,04/19/2017,63.708333333333336,-3,359
Oak Street Weather Station,11/09/2020,63.625,-3,425
Foster Weather Station,12/22/2021,63.583333333333336,1,280
Oak Street Weather Station,06/24/2021,63.56521739130435,-3,270
63rd Street Weather Station,10/01/2016,63.5,2,331
63rd Street Weather Station,11/20/2021,63.47826086956522,2,308
Oak Street Weather Station,08/17/2019,63.43478260869565,-4,288
Oak Street Weather Station,02/18/2016,63.43478260869565,2,314
Oak Street Weather Station,02/08/2016,63.42857142857143,3,177
Oak Street Weather Station,04/24/2020,63.375,1,208
Oak Street Weather Station,03/20/2017,63.27272727272727,0,268
Oak Street Weather Station,10/12/2015,63.26315789473684,0,364
Oak Street Weather Station,02/16/2018,63.26086956521739,1,625
Oak Street Weather Station,11/06/2020,63.25,-3,408
63rd Street Weather Station,10/27/2018,63.21739130434783,3,323
